input,combined,chebyshev,cheon,
-0.0669597,1.80492e-07,-0.999998,-0.163802,
-0.0668376,1.87127e-07,-1.00021,-0.163507,
-0.0667155,2.09762e-07,-1.00043,-0.163212,
-0.0665934,1.94731e-07,-1.00063,-0.162917,
-0.0664713,2.47242e-07,-1.00083,-0.162622,
-0.0663493,2.31118e-07,-1.00102,-0.162327,
-0.0662272,1.97372e-07,-1.00119,-0.162032,
-0.0661051,2.32549e-07,-1.00134,-0.161736,
-0.065983,2.24428e-07,-1.00147,-0.161441,
-0.065861,2.37467e-07,-1.00158,-0.161146,
-0.0657389,2.49918e-07,-1.00166,-0.160851,
-0.0656168,2.02199e-07,-1.00172,-0.160555,
-0.0654947,2.45205e-07,-1.00176,-0.16026,
-0.0653726,2.21516e-07,-1.00176,-0.159965,
-0.0652506,2.15187e-07,-1.00175,-0.159669,
-0.0651285,2.46951e-07,-1.0017,-0.159374,
-0.0650064,1.97139e-07,-1.00163,-0.159079,
-0.0648843,2.09279e-07,-1.00153,-0.158783,
-0.0647623,2.53422e-07,-1.00141,-0.158488,
-0.0646402,1.93144e-07,-1.00127,-0.158193,
-0.0645181,2.18611e-07,-1.00111,-0.157897,
-0.064396,2.32871e-07,-1.00093,-0.157602,
-0.0642739,2.08477e-07,-1.00074,-0.157306,
-0.0641519,2.15605e-07,-1.00054,-0.157011,
-0.0640298,2.00269e-07,-1.00032,-0.156715,
-0.0639077,2.601e-07,-1.00011,-0.15642,
-0.0637856,2.38417e-07,-0.999889,-0.156124,
-0.0636636,2.11694e-07,-0.999672,-0.155828,
-0.0635415,2.42364e-07,-0.999461,-0.155533,
-0.0634194,2.24478e-07,-0.999257,-0.155237,
-0.0632973,2.26088e-07,-0.999065,-0.154942,
-0.0631752,2.53404e-07,-0.998886,-0.154646,
-0.0630532,2.374e-07,-0.998725,-0.15435,
-0.0629311,2.29446e-07,-0.998583,-0.154055,
-0.062809,2.4707e-07,-0.998462,-0.153759,
-0.0626869,2.52634e-07,-0.998365,-0.153463,
-0.0625649,2.7365e-07,-0.998292,-0.153167,
-0.0624428,2.50716e-07,-0.998245,-0.152872,
-0.0623207,2.73711e-07,-0.998225,-0.152576,
-0.0621986,2.37658e-07,-0.998232,-0.15228,
-0.0620765,2.43579e-07,-0.998266,-0.151984,
-0.0619545,2.3769e-07,-0.998326,-0.151688,
-0.0618324,2.24319e-07,-0.998411,-0.151393,
-0.0617103,2.69077e-07,-0.998521,-0.151097,
-0.0615882,2.5411e-07,-0.998653,-0.150801,
-0.0614662,2.80635e-07,-0.998806,-0.150505,
-0.0613441,2.547e-07,-0.998977,-0.150209,
-0.061222,2.70043e-07,-0.999164,-0.149913,
-0.0610999,2.90799e-07,-0.999363,-0.149617,
-0.0609778,2.70552e-07,-0.999572,-0.149321,
-0.0608558,2.60278e-07,-0.999788,-0.149025,
-0.0607337,3.2986e-07,-1.00001,-0.148729,
-0.0606116,2.3733e-07,-1.00023,-0.148433,
-0.0604895,2.64514e-07,-1.00044,-0.148137,
-0.0603675,2.53036e-07,-1.00065,-0.147841,
-0.0602454,2.70227e-07,-1.00085,-0.147545,
-0.0601233,2.79408e-07,-1.00104,-0.147249,
-0.0600012,2.57908e-07,-1.00121,-0.146953,
-0.0598791,2.71437e-07,-1.00136,-0.146657,
-0.0597571,2.39103e-07,-1.00149,-0.14636,
-0.059635,2.97048e-07,-1.0016,-0.146064,
-0.0595129,2.94881e-07,-1.00169,-0.145768,
-0.0593908,2.89335e-07,-1.00175,-0.145472,
-0.0592688,2.84994e-07,-1.00178,-0.145176,
-0.0591467,2.58427e-07,-1.00179,-0.144879,
-0.0590246,2.77043e-07,-1.00176,-0.144583,
-0.0589025,3.06295e-07,-1.00172,-0.144287,
-0.0587804,3.14365e-07,-1.00164,-0.143991,
-0.0586584,3.0313e-07,-1.00154,-0.143694,
-0.0585363,2.77113e-07,-1.00142,-0.143398,
-0.0584142,3.13288e-07,-1.00128,-0.143102,
-0.0582921,2.69652e-07,-1.00111,-0.142805,
-0.0581701,3.21014e-07,-1.00093,-0.142509,
-0.058048,3.27054e-07,-1.00074,-0.142213,
-0.0579259,3.16023e-07,-1.00053,-0.141916,
-0.0578038,3.21949e-07,-1.00032,-0.14162,
-0.0576817,2.81856e-07,-1.0001,-0.141323,
-0.0575597,2.85704e-07,-0.999879,-0.141027,
-0.0574376,3.35715e-07,-0.99966,-0.14073,
-0.0573155,3.07665e-07,-0.999446,-0.140434,
-0.0571934,3.16496e-07,-0.99924,-0.140137,
-0.0570714,2.82233e-07,-0.999046,-0.139841,
-0.0569493,3.31666e-07,-0.998866,-0.139544,
-0.0568272,3.35523e-07,-0.998703,-0.139248,
-0.0567051,3.10354e-07,-0.99856,-0.138951,
-0.056583,3.41076e-07,-0.998438,-0.138655,
-0.056461,3.35568e-07,-0.998341,-0.138358,
-0.0563389,3.07829e-07,-0.998268,-0.138061,
-0.0562168,3.34424e-07,-0.998221,-0.137765,
-0.0560947,3.22985e-07,-0.998202,-0.137468,
-0.0559727,3.52791e-07,-0.99821,-0.137171,
-0.0558506,3.48294e-07,-0.998245,-0.136875,
-0.0557285,3.32657e-07,-0.998306,-0.136578,
-0.0556064,3.69381e-07,-0.998394,-0.136281,
-0.0554843,3.77247e-07,-0.998506,-0.135985,
-0.0553623,3.32787e-07,-0.99864,-0.135688,
-0.0552402,3.29817e-07,-0.998795,-0.135391,
-0.0551181,2.93753e-07,-0.998969,-0.135094,
-0.054996,3.54651e-07,-0.999158,-0.134797,
-0.054874,3.39871e-07,-0.99936,-0.134501,
-0.0547519,3.35282e-07,-0.999572,-0.134204,
-0.0546298,3.54724e-07,-0.99979,-0.133907,
-0.0545077,3.56712e-07,-1.00001,-0.13361,
-0.0543856,3.78344e-07,-1.00023,-0.133313,
-0.0542636,3.71697e-07,-1.00045,-0.133016,
-0.0541415,3.73175e-07,-1.00066,-0.132719,
-0.0540194,3.15475e-07,-1.00087,-0.132423,
-0.0538973,3.40171e-07,-1.00105,-0.132126,
-0.0537753,3.39865e-07,-1.00123,-0.131829,
-0.0536532,3.33626e-07,-1.00138,-0.131532,
-0.0535311,3.66781e-07,-1.00151,-0.131235,
-0.053409,3.32078e-07,-1.00162,-0.130938,
-0.0532869,3.52023e-07,-1.00171,-0.130641,
-0.0531649,3.6012e-07,-1.00177,-0.130344,
-0.0530428,3.722e-07,-1.0018,-0.130047,
-0.0529207,3.13531e-07,-1.00181,-0.129749,
-0.0527986,3.45234e-07,-1.00179,-0.129452,
-0.0526766,3.52029e-07,-1.00174,-0.129155,
-0.0525545,3.78692e-07,-1.00166,-0.128858,
-0.0524324,3.32291e-07,-1.00156,-0.128561,
-0.0523103,3.71093e-07,-1.00144,-0.128264,
-0.0521882,3.40803e-07,-1.00129,-0.127967,
-0.0520662,3.68298e-07,-1.00113,-0.12767,
-0.0519441,3.55094e-07,-1.00094,-0.127372,
-0.051822,3.47605e-07,-1.00075,-0.127075,
-0.0516999,3.49086e-07,-1.00054,-0.126778,
-0.0515779,3.82963e-07,-1.00032,-0.126481,
-0.0514558,3.36077e-07,-1.0001,-0.126183,
-0.0513337,3.6349e-07,-0.999874,-0.125886,
-0.0512116,4.03173e-07,-0.999653,-0.125589,
-0.0510895,3.22546e-07,-0.999436,-0.125292,
-0.0509675,3.41875e-07,-0.999228,-0.124994,
-0.0508454,3.48811e-07,-0.999031,-0.124697,
-0.0507233,3.47101e-07,-0.99885,-0.1244,
-0.0506012,3.5966e-07,-0.998685,-0.124102,
-0.0504792,3.77127e-07,-0.99854,-0.123805,
-0.0503571,3.34167e-07,-0.998418,-0.123508,
-0.050235,3.75761e-07,-0.998319,-0.12321,
-0.0501129,3.58848e-07,-0.998246,-0.122913,
-0.0499908,3.76041e-07,-0.998199,-0.122615,
-0.0498688,3.62898e-07,-0.99818,-0.122318,
-0.0497467,3.77203e-07,-0.998188,-0.12202,
-0.0496246,3.65341e-07,-0.998224,-0.121723,
-0.0495025,3.42969e-07,-0.998286,-0.121425,
-0.0493805,3.56267e-07,-0.998375,-0.121128,
-0.0492584,3.15614e-07,-0.998489,-0.12083,
-0.0491363,3.77465e-07,-0.998625,-0.120533,
-0.0490142,3.42403e-07,-0.998782,-0.120235,
-0.0488921,3.56522e-07,-0.998958,-0.119938,
-0.0487701,3.47598e-07,-0.99915,-0.11964,
-0.048648,3.59027e-07,-0.999354,-0.119343,
-0.0485259,3.4988e-07,-0.999569,-0.119045,
-0.0484038,3.37161e-07,-0.99979,-0.118747,
-0.0482818,3.75688e-07,-1.00001,-0.11845,
-0.0481597,3.86168e-07,-1.00024,-0.118152,
-0.0480376,3.28482e-07,-1.00046,-0.117855,
-0.0479155,3.27885e-07,-1.00067,-0.117557,
-0.0477934,3.3608e-07,-1.00088,-0.117259,
-0.0476714,3.15647e-07,-1.00107,-0.116961,
-0.0475493,3.31657e-07,-1.00124,-0.116664,
-0.0474272,3.23439e-07,-1.0014,-0.116366,
-0.0473051,3.67505e-07,-1.00153,-0.116068,
-0.0471831,3.55083e-07,-1.00165,-0.115771,
-0.047061,3.34586e-07,-1.00173,-0.115473,
-0.0469389,3.21648e-07,-1.00179,-0.115175,
-0.0468168,2.98809e-07,-1.00183,-0.114877,
-0.0466947,3.22421e-07,-1.00183,-0.114579,
-0.0465727,3.17769e-07,-1.00181,-0.114282,
-0.0464506,3.27563e-07,-1.00176,-0.113984,
-0.0463285,3.24731e-07,-1.00168,-0.113686,
-0.0462064,3.07406e-07,-1.00158,-0.113388,
-0.0460844,2.88402e-07,-1.00146,-0.11309,
-0.0459623,3.25593e-07,-1.00131,-0.112792,
-0.0458402,3.03621e-07,-1.00114,-0.112494,
-0.0457181,3.19805e-07,-1.00095,-0.112196,
-0.045596,3.2124e-07,-1.00075,-0.111899,
-0.045474,3.36002e-07,-1.00054,-0.111601,
-0.0453519,3.03562e-07,-1.00032,-0.111303,
-0.0452298,3.30223e-07,-1.0001,-0.111005,
-0.0451077,3.02791e-07,-0.999872,-0.110707,
-0.0449857,2.61496e-07,-0.999648,-0.110409,
-0.0448636,3.09738e-07,-0.999428,-0.110111,
-0.0447415,2.97989e-07,-0.999218,-0.109813,
-0.0446194,3.18061e-07,-0.999019,-0.109515,
-0.0444973,2.94108e-07,-0.998834,-0.109217,
-0.0443753,2.701e-07,-0.998668,-0.108919,
-0.0442532,2.90897e-07,-0.998521,-0.10862,
-0.0441311,2.84103e-07,-0.998397,-0.108322,
-0.044009,2.58901e-07,-0.998297,-0.108024,
-0.043887,2.67675e-07,-0.998223,-0.107726,
-0.0437649,3.26083e-07,-0.998175,-0.107428,
-0.0436428,2.74475e-07,-0.998155,-0.10713,
-0.0435207,3.101e-07,-0.998164,-0.106832,
-0.0433986,2.88752e-07,-0.9982,-0.106534,
-0.0432766,3.08581e-07,-0.998263,-0.106235,
-0.0431545,2.77699e-07,-0.998353,-0.105937,
-0.0430324,2.33857e-07,-0.998467,-0.105639,
-0.0429103,2.90511e-07,-0.998605,-0.105341,
-0.0427883,2.65307e-07,-0.998765,-0.105043,
-0.0426662,2.92517e-07,-0.998942,-0.104744,
-0.0425441,2.41129e-07,-0.999137,-0.104446,
-0.042422,2.31947e-07,-0.999344,-0.104148,
-0.0422999,2.86938e-07,-0.999561,-0.10385,
-0.0421779,2.4462e-07,-0.999785,-0.103551,
-0.0420558,2.41678e-07,-1.00001,-0.103253,
-0.0419337,2.28402e-07,-1.00024,-0.102955,
-0.0418116,2.38751e-07,-1.00046,-0.102656,
-0.0416896,2.40789e-07,-1.00068,-0.102358,
-0.0415675,2.20289e-07,-1.00089,-0.10206,
-0.0414454,2.46511e-07,-1.00108,-0.101761,
-0.0413233,2.43637e-07,-1.00126,-0.101463,
-0.0412012,2.41642e-07,-1.00142,-0.101165,
-0.0410792,2.80058e-07,-1.00155,-0.100866,
-0.0409571,2.59319e-07,-1.00167,-0.100568,
-0.040835,2.42417e-07,-1.00175,-0.100269,
-0.0407129,2.53774e-07,-1.00182,-0.0999709,
-0.0405909,2.96884e-07,-1.00185,-0.0996724,
-0.0404688,2.26544e-07,-1.00186,-0.099374,
-0.0403467,2.26891e-07,-1.00183,-0.0990755,
-0.0402246,2.39463e-07,-1.00178,-0.098777,
-0.0401025,2.26881e-07,-1.00171,-0.0984785,
-0.0399805,2.4267e-07,-1.0016,-0.09818,
-0.0398584,2.12384e-07,-1.00148,-0.0978815,
-0.0397363,2.35542e-07,-1.00133,-0.097583,
-0.0396142,2.63299e-07,-1.00116,-0.0972845,
-0.0394922,2.73569e-07,-1.00097,-0.0969859,
-0.0393701,2.13934e-07,-1.00077,-0.0966873,
-0.039248,2.56754e-07,-1.00055,-0.0963888,
-0.0391259,2.2233e-07,-1.00033,-0.0960902,
-0.0390038,2.55446e-07,-1.0001,-0.0957916,
-0.0388818,2.39109e-07,-0.999874,-0.095493,
-0.0387597,2.43631e-07,-0.999647,-0.0951944,
-0.0386376,2.63039e-07,-0.999425,-0.0948957,
-0.0385155,2.03673e-07,-0.999211,-0.0945971,
-0.0383935,2.62091e-07,-0.999009,-0.0942984,
-0.0382714,2.26795e-07,-0.998823,-0.0939998,
-0.0381493,1.87545e-07,-0.998654,-0.0937011,
-0.0380272,1.95402e-07,-0.998505,-0.0934024,
-0.0379051,2.22725e-07,-0.998379,-0.0931037,
-0.0377831,2.38873e-07,-0.998277,-0.092805,
-0.037661,2.31158e-07,-0.998201,-0.0925063,
-0.0375389,2.21593e-07,-0.998153,-0.0922076,
-0.0374168,1.99189e-07,-0.998132,-0.0919088,
-0.0372948,2.10275e-07,-0.99814,-0.0916101,
-0.0371727,1.99158e-07,-0.998176,-0.0913113,
-0.0370506,2.17975e-07,-0.99824,-0.0910125,
-0.0369285,2.06254e-07,-0.99833,-0.0907137,
-0.0368064,1.99098e-07,-0.998446,-0.090415,
-0.0366844,2.17991e-07,-0.998585,-0.0901161,
-0.0365623,1.99767e-07,-0.998746,-0.0898173,
-0.0364402,2.12961e-07,-0.998926,-0.0895185,
-0.0363181,2.33706e-07,-0.999121,-0.0892197,
-0.0361961,1.84356e-07,-0.999331,-0.0889208,
-0.036074,2.26866e-07,-0.999551,-0.088622,
-0.0359519,2.00643e-07,-0.999778,-0.0883231,
-0.0358298,1.81607e-07,-1.00001,-0.0880242,
-0.0357077,2.35709e-07,-1.00024,-0.0877253,
-0.0355857,1.93322e-07,-1.00047,-0.0874264,
-0.0354636,2.00886e-07,-1.00069,-0.0871275,
-0.0353415,1.90772e-07,-1.00089,-0.0868286,
-0.0352194,1.84636e-07,-1.00109,-0.0865296,
-0.0350974,2.03927e-07,-1.00127,-0.0862307,
-0.0349753,2.16136e-07,-1.00143,-0.0859317,
-0.0348532,1.95292e-07,-1.00157,-0.0856328,
-0.0347311,1.5977e-07,-1.00169,-0.0853338,
-0.034609,1.7622e-07,-1.00177,-0.0850348,
-0.034487,2.09508e-07,-1.00184,-0.0847358,
-0.0343649,1.76923e-07,-1.00187,-0.0844368,
-0.0342428,1.77255e-07,-1.00188,-0.0841378,
-0.0341207,1.95788e-07,-1.00186,-0.0838388,
-0.0339987,2.10048e-07,-1.00181,-0.0835398,
-0.0338766,1.99394e-07,-1.00173,-0.0832407,
-0.0337545,2.04668e-07,-1.00163,-0.0829417,
-0.0336324,2.00758e-07,-1.0015,-0.0826426,
-0.0335103,1.85059e-07,-1.00135,-0.0823435,
-0.0333883,1.74338e-07,-1.00118,-0.0820444,
-0.0332662,1.73607e-07,-1.00099,-0.0817453,
-0.0331441,2.1396e-07,-1.00078,-0.0814463,
-0.033022,1.65404e-07,-1.00057,-0.0811471,
-0.0329,1.77625e-07,-1.00034,-0.080848,
-0.0327779,2.2152e-07,-1.00011,-0.0805489,
-0.0326558,2.29049e-07,-0.999879,-0.0802497,
-0.0325337,1.58883e-07,-0.999648,-0.0799506,
-0.0324116,2.35e-07,-0.999423,-0.0796514,
-0.0322896,2.08915e-07,-0.999206,-0.0793523,
-0.0321675,2.2424e-07,-0.999001,-0.0790531,
-0.0320454,1.94076e-07,-0.998812,-0.0787539,
-0.0319233,2.16913e-07,-0.99864,-0.0784547,
-0.0318013,2.16705e-07,-0.998489,-0.0781555,
-0.0316792,1.95197e-07,-0.99836,-0.0778563,
-0.0315571,2.05628e-07,-0.998256,-0.077557,
-0.031435,2.02369e-07,-0.998179,-0.0772578,
-0.0313129,1.73667e-07,-0.998129,-0.0769586,
-0.0311909,1.75345e-07,-0.998107,-0.0766593,
-0.0310688,2.17481e-07,-0.998114,-0.07636,
-0.0309467,1.99192e-07,-0.99815,-0.0760607,
-0.0308246,1.68411e-07,-0.998213,-0.0757615,
-0.0307026,1.82392e-07,-0.998304,-0.0754622,
-0.0305805,1.94628e-07,-0.998421,-0.0751629,
-0.0304584,1.99766e-07,-0.998561,-0.0748636,
-0.0303363,1.60695e-07,-0.998723,-0.0745643,
-0.0302142,2.19043e-07,-0.998905,-0.0742649,
-0.0300922,2.00434e-07,-0.999103,-0.0739656,
-0.0299701,2.01818e-07,-0.999315,-0.0736663,
-0.029848,2.22183e-07,-0.999538,-0.0733669,
-0.0297259,1.95485e-07,-0.999767,-0.0730676,
-0.0296039,1.84889e-07,-1,-0.0727682,
-0.0294818,1.94093e-07,-1.00023,-0.0724688,
-0.0293597,2.28218e-07,-1.00046,-0.0721694,
-0.0292376,2.30562e-07,-1.00069,-0.07187,
-0.0291155,1.85181e-07,-1.0009,-0.0715706,
-0.0289935,1.77559e-07,-1.0011,-0.0712712,
-0.0288714,1.9457e-07,-1.00128,-0.0709718,
-0.0287493,1.76162e-07,-1.00144,-0.0706724,
-0.0286272,1.53156e-07,-1.00159,-0.0703729,
-0.0285052,1.98425e-07,-1.0017,-0.0700735,
-0.0283831,1.73898e-07,-1.0018,-0.069774,
-0.028261,1.99546e-07,-1.00186,-0.0694745,
-0.0281389,1.90845e-07,-1.0019,-0.0691751,
-0.0280168,1.92293e-07,-1.0019,-0.0688756,
-0.0278948,1.77306e-07,-1.00188,-0.0685761,
-0.0277727,2.36893e-07,-1.00183,-0.0682766,
-0.0276506,1.71376e-07,-1.00176,-0.0679771,
-0.0275285,2.20945e-07,-1.00165,-0.0676776,
-0.0274065,1.74347e-07,-1.00152,-0.0673781,
-0.0272844,1.76888e-07,-1.00137,-0.0670785,
-0.0271623,2.04836e-07,-1.0012,-0.066779,
-0.0270402,1.93081e-07,-1.00101,-0.0664795,
-0.0269181,2.02647e-07,-1.0008,-0.0661799,
-0.0267961,1.65575e-07,-1.00058,-0.0658804,
-0.026674,2.21069e-07,-1.00035,-0.0655808,
-0.0265519,1.94814e-07,-1.00012,-0.0652812,
-0.0264298,2.15825e-07,-0.999886,-0.0649816,
-0.0263078,1.96294e-07,-0.999652,-0.064682,
-0.0261857,1.83259e-07,-0.999424,-0.0643824,
-0.0260636,1.68078e-07,-0.999203,-0.0640828,
-0.0259415,1.76915e-07,-0.998995,-0.0637832,
-0.0258194,1.87131e-07,-0.998802,-0.0634836,
-0.0256974,1.8857e-07,-0.998628,-0.063184,
-0.0255753,1.67312e-07,-0.998474,-0.0628843,
-0.0254532,2.25983e-07,-0.998342,-0.0625847,
-0.0253311,1.71146e-07,-0.998236,-0.062285,
-0.0252091,1.83607e-07,-0.998156,-0.0619854,
-0.025087,2.18682e-07,-0.998105,-0.0616857,
-0.0249649,1.68647e-07,-0.998082,-0.061386,
-0.0248428,2.14069e-07,-0.998088,-0.0610864,
-0.0247207,1.8586e-07,-0.998123,-0.0607867,
-0.0245987,2.38142e-07,-0.998186,-0.060487,
-0.0244766,2.0973e-07,-0.998277,-0.0601873,
-0.0243545,1.78455e-07,-0.998394,-0.0598876,
-0.0242324,2.19185e-07,-0.998535,-0.0595879,
-0.0241104,1.94949e-07,-0.998699,-0.0592881,
-0.0239883,1.95566e-07,-0.998882,-0.0589884,
-0.0238662,1.79842e-07,-0.999082,-0.0586886,
-0.0237441,1.8995e-07,-0.999296,-0.0583889,
-0.023622,2.1574e-07,-0.999522,-0.0580891,
-0.0235,1.5868e-07,-0.999754,-0.0577894,
-0.0233779,2.0125e-07,-0.99999,-0.0574896,
-0.0232558,1.84922e-07,-1.00023,-0.0571898,
-0.0231337,2.09656e-07,-1.00046,-0.0568901,
-0.0230117,2.02813e-07,-1.00069,-0.0565903,
-0.0228896,1.56979e-07,-1.0009,-0.0562905,
-0.0227675,1.59831e-07,-1.0011,-0.0559907,
-0.0226454,2.29102e-07,-1.00129,-0.0556909,
-0.0225233,1.9061e-07,-1.00146,-0.0553911,
-0.0224013,1.95108e-07,-1.0016,-0.0550912,
-0.0222792,2.01048e-07,-1.00172,-0.0547914,
-0.0221571,1.98963e-07,-1.00182,-0.0544916,
-0.022035,1.93638e-07,-1.00188,-0.0541918,
-0.021913,1.84631e-07,-1.00192,-0.0538919,
-0.0217909,1.94167e-07,-1.00193,-0.053592,
-0.0216688,1.97556e-07,-1.00191,-0.0532922,
-0.0215467,1.83263e-07,-1.00186,-0.0529923,
-0.0214246,1.96731e-07,-1.00178,-0.0526925,
-0.0213026,1.90472e-07,-1.00168,-0.0523926,
-0.0211805,1.96818e-07,-1.00155,-0.0520927,
-0.0210584,2.0053e-07,-1.0014,-0.0517928,
-0.0209363,2.39127e-07,-1.00122,-0.0514929,
-0.0208143,1.84543e-07,-1.00103,-0.051193,
-0.0206922,1.78231e-07,-1.00082,-0.0508931,
-0.0205701,2.20889e-07,-1.0006,-0.0505932,
-0.020448,2.19999e-07,-1.00037,-0.0502933,
-0.0203259,1.81267e-07,-1.00013,-0.0499933,
-0.0202039,1.99665e-07,-0.999895,-0.0496934,
-0.0200818,1.77564e-07,-0.999658,-0.0493935,
-0.0199597,2.07549e-07,-0.999426,-0.0490935,
-0.0198376,2.33177e-07,-0.999203,-0.0487936,
-0.0197156,1.89768e-07,-0.998991,-0.0484936,
-0.0195935,2.39012e-07,-0.998795,-0.0481937,
-0.0194714,1.89497e-07,-0.998617,-0.0478937,
-0.0193493,1.81592e-07,-0.99846,-0.0475937,
-0.0192272,2.07095e-07,-0.998326,-0.0472937,
-0.0191052,2.46571e-07,-0.998217,-0.0469937,
-0.0189831,1.93554e-07,-0.998135,-0.0466938,
-0.018861,1.75852e-07,-0.998081,-0.0463938,
-0.0187389,2.02675e-07,-0.998057,-0.0460938,
-0.0186169,1.83974e-07,-0.998061,-0.0457938,
-0.0184948,1.87347e-07,-0.998095,-0.0454938,
-0.0183727,1.71763e-07,-0.998158,-0.0451937,
-0.0182506,1.9356e-07,-0.998249,-0.0448937,
-0.0181285,1.90225e-07,-0.998366,-0.0445937,
-0.0180065,1.8248e-07,-0.998508,-0.0442936,
-0.0178844,1.75273e-07,-0.998673,-0.0439936,
-0.0177623,1.88905e-07,-0.998858,-0.0436936,
-0.0176402,1.83463e-07,-0.99906,-0.0433935,
-0.0175182,1.95615e-07,-0.999277,-0.0430935,
-0.0173961,1.90645e-07,-0.999504,-0.0427934,
-0.017274,1.98521e-07,-0.999739,-0.0424933,
-0.0171519,1.70259e-07,-0.999979,-0.0421933,
-0.0170298,1.79473e-07,-1.00022,-0.0418932,
-0.0169078,1.81212e-07,-1.00046,-0.0415931,
-0.0167857,1.78751e-07,-1.00068,-0.041293,
-0.0166636,2.34556e-07,-1.0009,-0.0409929,
-0.0165415,1.79491e-07,-1.00111,-0.0406928,
-0.0164195,2.02894e-07,-1.0013,-0.0403927,
-0.0162974,2.12483e-07,-1.00147,-0.0400926,
-0.0161753,1.6726e-07,-1.00162,-0.0397925,
-0.0160532,1.84123e-07,-1.00174,-0.0394924,
-0.0159311,1.82689e-07,-1.00184,-0.0391923,
-0.0158091,1.70034e-07,-1.00191,-0.0388922,
-0.015687,1.625e-07,-1.00195,-0.038592,
-0.0155649,1.81944e-07,-1.00196,-0.0382919,
-0.0154428,1.58467e-07,-1.00194,-0.0379918,
-0.0153208,1.57542e-07,-1.00189,-0.0376916,
-0.0151987,1.52773e-07,-1.00181,-0.0373915,
-0.0150766,1.78597e-07,-1.00171,-0.0370913,
-0.0149545,1.73797e-07,-1.00158,-0.0367912,
-0.0148324,1.52761e-07,-1.00143,-0.036491,
-0.0147104,1.78325e-07,-1.00125,-0.0361909,
-0.0145883,1.55786e-07,-1.00106,-0.0358907,
-0.0144662,1.83465e-07,-1.00084,-0.0355905,
-0.0143441,1.42292e-07,-1.00062,-0.0352903,
-0.0142221,2.10984e-07,-1.00039,-0.0349902,
-0.0141,1.98592e-07,-1.00015,-0.03469,
-0.0139779,2.00318e-07,-0.999906,-0.0343898,
-0.0138558,1.81312e-07,-0.999666,-0.0340896,
-0.0137337,1.37838e-07,-0.999431,-0.0337894,
-0.0136117,1.65198e-07,-0.999204,-0.0334892,
-0.0134896,1.5699e-07,-0.998989,-0.033189,
-0.0133675,1.67504e-07,-0.998789,-0.0328888,
-0.0132454,1.79939e-07,-0.998607,-0.0325886,
-0.0131234,1.51731e-07,-0.998447,-0.0322884,
-0.0130013,1.42812e-07,-0.998309,-0.0319881,
-0.0128792,1.50025e-07,-0.998198,-0.0316879,
-0.0127571,1.42329e-07,-0.998113,-0.0313877,
-0.012635,1.51563e-07,-0.998057,-0.0310875,
-0.012513,1.74011e-07,-0.998031,-0.0307872,
-0.0123909,1.12141e-07,-0.998034,-0.030487,
-0.0122688,1.06956e-07,-0.998067,-0.0301867,
-0.0121467,1.26013e-07,-0.998129,-0.0298865,
-0.0120247,1.21666e-07,-0.99822,-0.0295862,
-0.0119026,1.07636e-07,-0.998337,-0.029286,
-0.0117805,1.0951e-07,-0.99848,-0.0289857,
-0.0116584,1.25334e-07,-0.998646,-0.0286855,
-0.0115363,1.58595e-07,-0.998832,-0.0283852,
-0.0114143,1.27122e-07,-0.999036,-0.0280849,
-0.0112922,1.36876e-07,-0.999255,-0.0277847,
-0.0111701,1.28953e-07,-0.999485,-0.0274844,
-0.011048,1.33824e-07,-0.999724,-0.0271841,
-0.010926,1.21865e-07,-0.999966,-0.0268838,
-0.0108039,1.18836e-07,-1.00021,-0.0265835,
-0.0106818,1.41448e-07,-1.00045,-0.0262833,
-0.0105597,1.46863e-07,-1.00068,-0.025983,
-0.0104376,9.09236e-08,-1.00091,-0.0256827,
-0.0103156,1.20756e-07,-1.00112,-0.0253824,
-0.0101935,1.19354e-07,-1.00131,-0.0250821,
-0.0100714,9.95234e-08,-1.00148,-0.0247818,
-0.00994934,6.71052e-08,-1.00163,-0.0244815,
-0.00982726,9.97442e-08,-1.00176,-0.0241812,
-0.00970518,1.32059e-07,-1.00186,-0.0238809,
-0.0095831,1.11644e-07,-1.00193,-0.0235805,
-0.00946103,1.05116e-07,-1.00197,-0.0232802,
-0.00933895,8.88953e-08,-1.00198,-0.0229799,
-0.00921687,8.12174e-08,-1.00197,-0.0226796,
-0.00909479,1.2117e-07,-1.00192,-0.0223792,
-0.00897272,1.10101e-07,-1.00184,-0.0220789,
-0.00885064,8.219e-08,-1.00174,-0.0217786,
-0.00872856,4.10416e-08,-1.00161,-0.0214783,
-0.00860648,7.9103e-08,-1.00145,-0.0211779,
-0.0084844,7.49281e-08,-1.00128,-0.0208776,
-0.00836233,6.11299e-08,-1.00108,-0.0205772,
-0.00824025,8.95618e-08,-1.00087,-0.0202769,
-0.00811817,4.24533e-08,-1.00064,-0.0199765,
-0.00799609,4.58879e-08,-1.0004,-0.0196762,
-0.00787402,6.08496e-08,-1.00016,-0.0193759,
-0.00775194,5.96212e-08,-0.999918,-0.0190755,
-0.00762986,1.42317e-08,-0.999674,-0.0187751,
-0.00750778,4.97395e-08,-0.999435,-0.0184748,
-0.0073857,3.5141e-08,-0.999204,-0.0181744,
-0.00726363,3.56994e-08,-0.998985,-0.0178741,
-0.00714155,1.73107e-08,-0.998782,-0.0175737,
-0.00701947,4.55819e-08,-0.998596,-0.0172733,
