input,combined,chebyshev,cheon,
-0.496429,2.03857e-07,-1.00051,-0.899338,
-0.496307,2.28828e-07,-1.00039,-0.899241,
-0.496185,2.22074e-07,-1.00026,-0.899145,
-0.496063,2.03814e-07,-1.00013,-0.899047,
-0.495941,2.08322e-07,-0.999995,-0.89895,
-0.495819,1.66946e-07,-0.99986,-0.898853,
-0.495697,2.06367e-07,-0.999728,-0.898756,
-0.495575,1.72784e-07,-0.999602,-0.898659,
-0.495453,1.72872e-07,-0.999484,-0.898561,
-0.495331,2.09041e-07,-0.999376,-0.898464,
-0.495208,2.14695e-07,-0.99928,-0.898367,
-0.495086,2.06651e-07,-0.999199,-0.898269,
-0.494964,1.92931e-07,-0.999134,-0.898171,
-0.494842,1.9514e-07,-0.999086,-0.898074,
-0.49472,2.24127e-07,-0.999057,-0.897976,
-0.494598,2.27668e-07,-0.999046,-0.897878,
-0.494476,2.05756e-07,-0.999055,-0.89778,
-0.494354,2.1959e-07,-0.999082,-0.897683,
-0.494232,1.95819e-07,-0.999128,-0.897585,
-0.49411,2.17554e-07,-0.999191,-0.897487,
-0.493988,2.19758e-07,-0.999271,-0.897388,
-0.493866,2.01573e-07,-0.999365,-0.89729,
-0.493744,1.79651e-07,-0.999471,-0.897192,
-0.493621,1.87808e-07,-0.999589,-0.897094,
-0.493499,2.21752e-07,-0.999714,-0.896995,
-0.493377,1.64081e-07,-0.999846,-0.896897,
-0.493255,1.9622e-07,-0.99998,-0.896799,
-0.493133,2.00171e-07,-1.00012,-0.8967,
-0.493011,2.29328e-07,-1.00025,-0.896601,
-0.492889,1.72698e-07,-1.00038,-0.896503,
-0.492767,1.96833e-07,-1.0005,-0.896404,
-0.492645,2.22043e-07,-1.00061,-0.896305,
-0.492523,1.94441e-07,-1.0007,-0.896206,
-0.492401,2.31806e-07,-1.00079,-0.896108,
-0.492279,1.81741e-07,-1.00086,-0.896009,
-0.492157,1.60015e-07,-1.00091,-0.89591,
-0.492034,2.14383e-07,-1.00094,-0.89581,
-0.491912,1.82672e-07,-1.00096,-0.895711,
-0.49179,1.99518e-07,-1.00095,-0.895612,
-0.491668,1.96697e-07,-1.00093,-0.895513,
-0.491546,2.23726e-07,-1.00089,-0.895413,
-0.491424,1.86827e-07,-1.00083,-0.895314,
-0.491302,1.70879e-07,-1.00075,-0.895215,
-0.49118,1.99262e-07,-1.00066,-0.895115,
-0.491058,1.88206e-07,-1.00055,-0.895015,
-0.490936,2.2389e-07,-1.00044,-0.894916,
-0.490814,2.31535e-07,-1.00032,-0.894816,
-0.490692,1.43744e-07,-1.00018,-0.894716,
-0.490569,1.82298e-07,-1.00005,-0.894616,
-0.490447,1.73349e-07,-0.999916,-0.894516,
-0.490325,1.43599e-07,-0.999782,-0.894416,
-0.490203,1.98428e-07,-0.999653,-0.894316,
-0.490081,1.93708e-07,-0.99953,-0.894216,
-0.489959,1.64288e-07,-0.999417,-0.894116,
-0.489837,2.01619e-07,-0.999316,-0.894016,
-0.489715,1.96859e-07,-0.999228,-0.893916,
-0.489593,1.64384e-07,-0.999156,-0.893815,
-0.489471,1.70059e-07,-0.9991,-0.893715,
-0.489349,1.60015e-07,-0.999062,-0.893614,
-0.489227,1.97609e-07,-0.999043,-0.893514,
-0.489105,2.21608e-07,-0.999042,-0.893413,
-0.488982,2.30934e-07,-0.999061,-0.893313,
-0.48886,2.2932e-07,-0.999099,-0.893212,
-0.488738,1.90433e-07,-0.999154,-0.893111,
-0.488616,1.97164e-07,-0.999226,-0.89301,
-0.488494,1.73936e-07,-0.999314,-0.892909,
-0.488372,1.93738e-07,-0.999415,-0.892808,
-0.48825,2.10617e-07,-0.999528,-0.892707,
-0.488128,2.05753e-07,-0.99965,-0.892606,
-0.488006,2.16947e-07,-0.999779,-0.892505,
-0.487884,2.1685e-07,-0.999913,-0.892404,
-0.487762,1.93884e-07,-1.00005,-0.892302,
-0.48764,1.86583e-07,-1.00018,-0.892201,
-0.487518,1.85687e-07,-1.00031,-0.8921,
-0.487395,2.3007e-07,-1.00044,-0.891998,
-0.487273,2.10051e-07,-1.00055,-0.891897,
-0.487151,1.93937e-07,-1.00066,-0.891795,
-0.487029,1.8765e-07,-1.00075,-0.891693,
-0.486907,1.98101e-07,-1.00083,-0.891592,
-0.486785,2.204e-07,-1.00089,-0.89149,
-0.486663,1.77563e-07,-1.00093,-0.891388,
-0.486541,1.69574e-07,-1.00096,-0.891286,
-0.486419,2.25337e-07,-1.00096,-0.891184,
-0.486297,2.21912e-07,-1.00095,-0.891082,
-0.486175,1.79591e-07,-1.00092,-0.89098,
-0.486053,2.22004e-07,-1.00087,-0.890878,
-0.485931,1.84725e-07,-1.0008,-0.890775,
-0.485808,1.76129e-07,-1.00072,-0.890673,
-0.485686,2.39667e-07,-1.00062,-0.890571,
-0.485564,2.1782e-07,-1.00051,-0.890468,
-0.485442,1.71894e-07,-1.00039,-0.890366,
-0.48532,2.04068e-07,-1.00026,-0.890263,
-0.485198,1.89495e-07,-1.00013,-0.89016,
-0.485076,1.84305e-07,-0.999993,-0.890058,
-0.484954,2.39188e-07,-0.999858,-0.889955,
-0.484832,2.05494e-07,-0.999726,-0.889852,
-0.48471,1.66851e-07,-0.999599,-0.889749,
-0.484588,2.45187e-07,-0.99948,-0.889646,
-0.484466,1.9606e-07,-0.999371,-0.889543,
-0.484344,2.37472e-07,-0.999275,-0.88944,
-0.484221,1.80313e-07,-0.999193,-0.889337,
-0.484099,2.03231e-07,-0.999126,-0.889234,
-0.483977,2.02134e-07,-0.999078,-0.889131,
-0.483855,2.03396e-07,-0.999047,-0.889027,
-0.483733,1.83732e-07,-0.999035,-0.888924,
-0.483611,2.226e-07,-0.999042,-0.88882,
-0.483489,1.78336e-07,-0.999068,-0.888717,
-0.483367,2.14721e-07,-0.999113,-0.888613,
-0.483245,2.33773e-07,-0.999175,-0.88851,
-0.483123,2.2713e-07,-0.999253,-0.888406,
-0.483001,1.92858e-07,-0.999346,-0.888302,
-0.482879,2.11586e-07,-0.999452,-0.888198,
-0.482757,2.30894e-07,-0.999569,-0.888094,
-0.482634,1.84893e-07,-0.999694,-0.88799,
-0.482512,1.61807e-07,-0.999825,-0.887886,
-0.48239,1.88027e-07,-0.99996,-0.887782,
-0.482268,2.0447e-07,-1.0001,-0.887678,
-0.482146,2.38228e-07,-1.00023,-0.887574,
-0.482024,1.86275e-07,-1.00036,-0.887469,
-0.481902,2.01462e-07,-1.00048,-0.887365,
-0.48178,2.50156e-07,-1.00059,-0.887261,
-0.481658,1.78409e-07,-1.00069,-0.887156,
-0.481536,1.66705e-07,-1.00078,-0.887052,
-0.481414,2.07358e-07,-1.00085,-0.886947,
-0.481292,1.94144e-07,-1.00091,-0.886842,
-0.48117,1.80247e-07,-1.00095,-0.886738,
-0.481047,2.3212e-07,-1.00097,-0.886633,
-0.480925,2.31313e-07,-1.00097,-0.886528,
-0.480803,2.08134e-07,-1.00095,-0.886423,
-0.480681,1.9461e-07,-1.00091,-0.886318,
-0.480559,1.75112e-07,-1.00085,-0.886213,
-0.480437,1.94675e-07,-1.00078,-0.886108,
-0.480315,2.12617e-07,-1.00069,-0.886003,
-0.480193,1.71786e-07,-1.00059,-0.885897,
-0.480071,1.89477e-07,-1.00048,-0.885792,
-0.479949,2.18266e-07,-1.00035,-0.885687,
-0.479827,2.07284e-07,-1.00023,-0.885581,
-0.479705,2.07546e-07,-1.00009,-0.885476,
-0.479582,2.03171e-07,-0.999956,-0.88537,
-0.47946,2.17971e-07,-0.999821,-0.885264,
-0.479338,2.2702e-07,-0.999689,-0.885159,
-0.479216,1.63808e-07,-0.999564,-0.885053,
-0.479094,2.08157e-07,-0.999447,-0.884947,
-0.478972,1.64943e-07,-0.999341,-0.884841,
-0.47885,2.04757e-07,-0.999248,-0.884735,
-0.478728,1.69239e-07,-0.999169,-0.884629,
-0.478606,1.67158e-07,-0.999107,-0.884523,
-0.478484,2.14316e-07,-0.999063,-0.884417,
-0.478362,2.06799e-07,-0.999036,-0.884311,
-0.47824,1.96361e-07,-0.999029,-0.884205,
-0.478118,1.99826e-07,-0.999041,-0.884098,
-0.477995,2.23858e-07,-0.999071,-0.883992,
-0.477873,2.14177e-07,-0.999119,-0.883885,
-0.477751,1.76587e-07,-0.999186,-0.883779,
-0.477629,1.5651e-07,-0.999267,-0.883672,
-0.477507,1.98472e-07,-0.999364,-0.883565,
-0.477385,2.27716e-07,-0.999472,-0.883459,
-0.477263,1.75426e-07,-0.999591,-0.883352,
-0.477141,2.12577e-07,-0.999718,-0.883245,
-0.477019,1.64397e-07,-0.999851,-0.883138,
-0.476897,1.92863e-07,-0.999987,-0.883031,
-0.476775,1.91096e-07,-1.00012,-0.882924,
-0.476653,1.62314e-07,-1.00026,-0.882817,
-0.476531,2.35368e-07,-1.00038,-0.88271,
-0.476408,1.86379e-07,-1.00051,-0.882603,
-0.476286,1.76088e-07,-1.00062,-0.882495,
-0.476164,1.47392e-07,-1.00072,-0.882388,
-0.476042,1.90564e-07,-1.0008,-0.88228,
-0.47592,1.96011e-07,-1.00087,-0.882173,
-0.475798,1.84612e-07,-1.00092,-0.882065,
-0.475676,2.32791e-07,-1.00096,-0.881958,
-0.475554,1.87461e-07,-1.00097,-0.88185,
-0.475432,1.82701e-07,-1.00097,-0.881742,
-0.47531,1.72633e-07,-1.00095,-0.881634,
-0.475188,1.67649e-07,-1.00091,-0.881526,
-0.475066,2.28616e-07,-1.00085,-0.881419,
-0.474944,1.77153e-07,-1.00077,-0.88131,
-0.474821,1.77267e-07,-1.00068,-0.881202,
-0.474699,1.67634e-07,-1.00058,-0.881094,
-0.474577,1.61395e-07,-1.00047,-0.880986,
-0.474455,2.1637e-07,-1.00034,-0.880878,
-0.474333,1.99326e-07,-1.00021,-0.880769,
-0.474211,2.18946e-07,-1.00008,-0.880661,
-0.474089,1.95351e-07,-0.99994,-0.880552,
-0.473967,1.9751e-07,-0.999805,-0.880444,
-0.473845,1.96466e-07,-0.999673,-0.880335,
-0.473723,2.54039e-07,-0.999548,-0.880227,
-0.473601,1.83024e-07,-0.999432,-0.880118,
-0.473479,1.92232e-07,-0.999327,-0.880009,
-0.473357,1.97059e-07,-0.999235,-0.8799,
-0.473234,1.94259e-07,-0.999158,-0.879791,
-0.473112,2.36536e-07,-0.999097,-0.879682,
-0.47299,2.699e-07,-0.999054,-0.879573,
-0.472868,2.09788e-07,-0.999029,-0.879464,
-0.472746,1.79435e-07,-0.999023,-0.879355,
-0.472624,1.86016e-07,-0.999036,-0.879246,
-0.472502,1.84636e-07,-0.999068,-0.879136,
-0.47238,1.74953e-07,-0.999118,-0.879027,
-0.472258,2.02383e-07,-0.999186,-0.878917,
-0.472136,2.14785e-07,-0.999269,-0.878808,
-0.472014,2.18395e-07,-0.999366,-0.878698,
-0.471892,2.05277e-07,-0.999476,-0.878589,
-0.47177,1.6652e-07,-0.999596,-0.878479,
-0.471647,2.23125e-07,-0.999724,-0.878369,
-0.471525,1.90911e-07,-0.999857,-0.878259,
-0.471403,1.6496e-07,-0.999993,-0.878149,
-0.471281,1.68283e-07,-1.00013,-0.87804,
-0.471159,1.92482e-07,-1.00026,-0.877929,
-0.471037,1.91929e-07,-1.00039,-0.877819,
-0.470915,2.23917e-07,-1.00051,-0.877709,
-0.470793,2.05151e-07,-1.00062,-0.877599,
-0.470671,1.90615e-07,-1.00072,-0.877489,
-0.470549,1.72857e-07,-1.00081,-0.877378,
-0.470427,2.12905e-07,-1.00088,-0.877268,
-0.470305,2.07901e-07,-1.00093,-0.877157,
-0.470183,2.03193e-07,-1.00096,-0.877047,
-0.47006,2.11726e-07,-1.00098,-0.876936,
-0.469938,1.71539e-07,-1.00098,-0.876826,
-0.469816,1.96199e-07,-1.00095,-0.876715,
-0.469694,2.03536e-07,-1.00091,-0.876604,
-0.469572,1.73923e-07,-1.00085,-0.876493,
-0.46945,2.21308e-07,-1.00078,-0.876382,
-0.469328,1.73383e-07,-1.00069,-0.876271,
-0.469206,1.91078e-07,-1.00058,-0.87616,
-0.469084,1.67316e-07,-1.00047,-0.876049,
-0.468962,2.0672e-07,-1.00035,-0.875938,
-0.46884,1.94564e-07,-1.00021,-0.875826,
-0.468718,2.05853e-07,-1.00008,-0.875715,
-0.468595,2.03332e-07,-0.999943,-0.875604,
-0.468473,2.19913e-07,-0.999808,-0.875492,
-0.468351,1.93238e-07,-0.999676,-0.875381,
-0.468229,2.03176e-07,-0.99955,-0.875269,
-0.468107,2.00121e-07,-0.999434,-0.875157,
-0.467985,1.80981e-07,-0.999328,-0.875046,
-0.467863,1.63956e-07,-0.999235,-0.874934,
-0.467741,1.99221e-07,-0.999156,-0.874822,
-0.467619,2.13214e-07,-0.999095,-0.87471,
-0.467497,2.01652e-07,-0.99905,-0.874598,
-0.467375,2.15962e-07,-0.999024,-0.874486,
-0.467253,1.90999e-07,-0.999017,-0.874374,
-0.467131,1.98659e-07,-0.999029,-0.874262,
-0.467008,1.69567e-07,-0.99906,-0.874149,
-0.466886,1.66129e-07,-0.999108,-0.874037,
-0.466764,1.64663e-07,-0.999174,-0.873925,
-0.466642,1.93847e-07,-0.999256,-0.873812,
-0.46652,2.14982e-07,-0.999353,-0.8737,
-0.466398,2.05833e-07,-0.999462,-0.873587,
-0.466276,2.06005e-07,-0.999581,-0.873474,
-0.466154,1.63367e-07,-0.999709,-0.873362,
-0.466032,2.24247e-07,-0.999842,-0.873249,
-0.46591,1.78017e-07,-0.999978,-0.873136,
-0.465788,2.006e-07,-1.00011,-0.873023,
-0.465666,2.04995e-07,-1.00025,-0.87291,
-0.465544,2.01621e-07,-1.00038,-0.872797,
-0.465421,2.06631e-07,-1.0005,-0.872684,
-0.465299,1.72195e-07,-1.00061,-0.872571,
-0.465177,2.06598e-07,-1.00071,-0.872458,
-0.465055,2.2398e-07,-1.0008,-0.872344,
-0.464933,1.58972e-07,-1.00087,-0.872231,
-0.464811,1.88331e-07,-1.00093,-0.872117,
-0.464689,1.50518e-07,-1.00097,-0.872004,
-0.464567,1.89747e-07,-1.00098,-0.87189,
-0.464445,2.20112e-07,-1.00098,-0.871777,
-0.464323,1.73428e-07,-1.00096,-0.871663,
-0.464201,2.05487e-07,-1.00093,-0.871549,
-0.464079,1.80257e-07,-1.00087,-0.871435,
-0.463957,1.74781e-07,-1.0008,-0.871322,
-0.463834,1.6791e-07,-1.00071,-0.871208,
-0.463712,1.83573e-07,-1.00061,-0.871094,
-0.46359,1.76679e-07,-1.00049,-0.870979,
-0.463468,1.95685e-07,-1.00037,-0.870865,
-0.463346,1.54885e-07,-1.00024,-0.870751,
-0.463224,1.98257e-07,-1.00011,-0.870637,
-0.463102,1.97612e-07,-0.999968,-0.870522,
-0.46298,1.87531e-07,-0.999832,-0.870408,
-0.462858,2.08341e-07,-0.999699,-0.870293,
-0.462736,1.91519e-07,-0.999572,-0.870179,
-0.462614,1.83208e-07,-0.999453,-0.870064,
-0.462492,1.80304e-07,-0.999344,-0.86995,
-0.46237,1.80793e-07,-0.999248,-0.869835,
-0.462247,2.11323e-07,-0.999167,-0.86972,
-0.462125,1.902e-07,-0.999101,-0.869605,
-0.462003,1.89546e-07,-0.999053,-0.86949,
-0.461881,2.00219e-07,-0.999023,-0.869375,
-0.461759,1.95019e-07,-0.999011,-0.86926,
-0.461637,2.03273e-07,-0.999019,-0.869145,
-0.461515,2.23375e-07,-0.999046,-0.86903,
-0.461393,1.94523e-07,-0.99909,-0.868914,
-0.461271,2.67026e-07,-0.999153,-0.868799,
-0.461149,1.93518e-07,-0.999232,-0.868684,
-0.461027,2.18498e-07,-0.999325,-0.868568,
-0.460905,1.79902e-07,-0.999431,-0.868453,
-0.460783,1.69525e-07,-0.999549,-0.868337,
-0.46066,1.94977e-07,-0.999675,-0.868221,
-0.460538,2.20014e-07,-0.999807,-0.868106,
-0.460416,1.82284e-07,-0.999943,-0.86799,
-0.460294,1.9323e-07,-1.00008,-0.867874,
-0.460172,2.07084e-07,-1.00022,-0.867758,
-0.46005,1.717e-07,-1.00035,-0.867642,
-0.459928,2.03623e-07,-1.00047,-0.867526,
-0.459806,1.85875e-07,-1.00059,-0.86741,
-0.459684,1.7942e-07,-1.00069,-0.867294,
-0.459562,2.33034e-07,-1.00078,-0.867177,
-0.45944,2.203e-07,-1.00086,-0.867061,
-0.459318,1.97533e-07,-1.00092,-0.866944,
-0.459196,2.21844e-07,-1.00096,-0.866828,
-0.459073,1.75472e-07,-1.00099,-0.866711,
-0.458951,2.18259e-07,-1.00099,-0.866595,
-0.458829,2.10217e-07,-1.00098,-0.866478,
-0.458707,1.86373e-07,-1.00094,-0.866361,
-0.458585,2.11546e-07,-1.00089,-0.866245,
-0.458463,2.53154e-07,-1.00083,-0.866128,
-0.458341,2.25184e-07,-1.00074,-0.866011,
-0.458219,2.11608e-07,-1.00064,-0.865894,
-0.458097,2.04766e-07,-1.00053,-0.865777,
-0.457975,2.20164e-07,-1.00041,-0.86566,
-0.457853,2.10192e-07,-1.00028,-0.865542,
-0.457731,2.02667e-07,-1.00015,-0.865425,
-0.457608,2.16811e-07,-1.00001,-0.865308,
-0.457486,1.8678e-07,-0.999876,-0.86519,
-0.457364,1.92395e-07,-0.999741,-0.865073,
-0.457242,2.4186e-07,-0.999611,-0.864955,
-0.45712,2.10471e-07,-0.999488,-0.864838,
-0.456998,2.17092e-07,-0.999376,-0.86472,
-0.456876,2.20557e-07,-0.999275,-0.864602,
-0.456754,1.77437e-07,-0.999188,-0.864485,
-0.456632,2.11963e-07,-0.999116,-0.864367,
-0.45651,1.70198e-07,-0.999062,-0.864249,
-0.456388,2.37804e-07,-0.999025,-0.864131,
-0.456266,2.09389e-07,-0.999007,-0.864013,
-0.456144,2.27457e-07,-0.999008,-0.863895,
-0.456021,2.00819e-07,-0.999027,-0.863776,
-0.455899,2.14456e-07,-0.999066,-0.863658,
-0.455777,2.33707e-07,-0.999122,-0.86354,
-0.455655,2.46593e-07,-0.999195,-0.863421,
-0.455533,1.82299e-07,-0.999283,-0.863303,
-0.455411,2.44633e-07,-0.999385,-0.863184,
-0.455289,1.99267e-07,-0.999499,-0.863066,
-0.455167,2.19549e-07,-0.999622,-0.862947,
-0.455045,2.20857e-07,-0.999753,-0.862828,
-0.454923,2.05316e-07,-0.999888,-0.86271,
-0.454801,2.24289e-07,-1.00003,-0.862591,
-0.454679,2.1859e-07,-1.00016,-0.862472,
-0.454557,1.88056e-07,-1.0003,-0.862353,
-0.454434,2.279e-07,-1.00042,-0.862234,
-0.454312,2.20312e-07,-1.00055,-0.862115,
-0.45419,2.39018e-07,-1.00065,-0.861995,
-0.454068,1.87661e-07,-1.00075,-0.861876,
-0.453946,2.27869e-07,-1.00084,-0.861757,
-0.453824,1.57309e-07,-1.0009,-0.861637,
-0.453702,2.0587e-07,-1.00095,-0.861518,
-0.45358,2.072e-07,-1.00098,-0.861398,
-0.453458,2.32979e-07,-1.001,-0.861279,
-0.453336,1.80253e-07,-1.00099,-0.861159,
-0.453214,2.05391e-07,-1.00097,-0.861039,
-0.453092,2.16499e-07,-1.00092,-0.86092,
-0.45297,2.02257e-07,-1.00086,-0.8608,
-0.452847,2.31001e-07,-1.00079,-0.86068,
-0.452725,2.3369e-07,-1.00069,-0.86056,
-0.452603,2.06593e-07,-1.00059,-0.86044,
-0.452481,1.75588e-07,-1.00047,-0.86032,
-0.452359,2.12484e-07,-1.00035,-0.860199,
-0.452237,1.93136e-07,-1.00021,-0.860079,
-0.452115,2.40957e-07,-1.00008,-0.859959,
-0.451993,1.93734e-07,-0.99994,-0.859839,
-0.451871,2.23152e-07,-0.999804,-0.859718,
-0.451749,1.67608e-07,-0.999671,-0.859597,
-0.451627,1.86904e-07,-0.999544,-0.859477,
-0.451505,1.94749e-07,-0.999426,-0.859356,
-0.451383,2.11855e-07,-0.999318,-0.859236,
-0.45126,1.95903e-07,-0.999224,-0.859115,
-0.451138,2.04089e-07,-0.999145,-0.858994,
-0.451016,2.1347e-07,-0.999081,-0.858873,
-0.450894,1.90801e-07,-0.999035,-0.858752,
-0.450772,1.60354e-07,-0.999007,-0.858631,
-0.45065,1.55918e-07,-0.998998,-0.85851,
-0.450528,2.22232e-07,-0.999009,-0.858389,
-0.450406,2.07486e-07,-0.999038,-0.858267,
-0.450284,1.86136e-07,-0.999085,-0.858146,
-0.450162,2.3762e-07,-0.999149,-0.858025,
-0.45004,2.67044e-07,-0.99923,-0.857903,
-0.449918,2.2237e-07,-0.999325,-0.857782,
-0.449796,2.11212e-07,-0.999433,-0.85766,
-0.449673,2.093e-07,-0.999552,-0.857538,
-0.449551,1.86889e-07,-0.999679,-0.857417,
-0.449429,1.84493e-07,-0.999813,-0.857295,
-0.449307,1.99617e-07,-0.99995,-0.857173,
-0.449185,2.04927e-07,-1.00009,-0.857051,
-0.449063,1.88003e-07,-1.00022,-0.856929,
-0.448941,2.08879e-07,-1.00036,-0.856807,
-0.448819,2.03458e-07,-1.00048,-0.856685,
-0.448697,1.96936e-07,-1.0006,-0.856562,
-0.448575,1.90046e-07,-1.0007,-0.85644,
-0.448453,2.23958e-07,-1.00079,-0.856318,
-0.448331,2.2045e-07,-1.00087,-0.856195,
-0.448209,1.98793e-07,-1.00093,-0.856073,
-0.448086,2.56397e-07,-1.00097,-0.85595,
-0.447964,2.68914e-07,-1.001,-0.855828,
-0.447842,2.08229e-07,-1.001,-0.855705,
-0.44772,1.89218e-07,-1.00099,-0.855582,
-0.447598,2.2452e-07,-1.00096,-0.85546,
-0.447476,1.97043e-07,-1.00091,-0.855337,
-0.447354,2.03948e-07,-1.00084,-0.855214,
-0.447232,1.87952e-07,-1.00076,-0.855091,
-0.44711,1.9004e-07,-1.00066,-0.854968,
-0.446988,2.10224e-07,-1.00055,-0.854845,
-0.446866,1.78633e-07,-1.00043,-0.854721,
-0.446744,1.8922e-07,-1.0003,-0.854598,
-0.446621,2.06052e-07,-1.00016,-0.854475,
-0.446499,2.12628e-07,-1.00003,-0.854351,
-0.446377,1.9727e-07,-0.999887,-0.854228,
-0.446255,2.27016e-07,-0.999751,-0.854104,
-0.446133,2.18992e-07,-0.99962,-0.853981,
-0.446011,1.94311e-07,-0.999496,-0.853857,
-0.445889,1.60565e-07,-0.999381,-0.853733,
-0.445767,2.61845e-07,-0.999278,-0.853609,
-0.445645,1.49028e-07,-0.999189,-0.853486,
-0.445523,1.91446e-07,-0.999114,-0.853362,
-0.445401,1.87434e-07,-0.999057,-0.853238,
-0.445279,1.99656e-07,-0.999017,-0.853113,
-0.445157,1.9044e-07,-0.998996,-0.852989,
-0.445034,2.11558e-07,-0.998994,-0.852865,
-0.444912,2.37146e-07,-0.99901,-0.852741,
-0.44479,2.34287e-07,-0.999046,-0.852616,
-0.444668,1.53331e-07,-0.999099,-0.852492,
-0.444546,2.14322e-07,-0.999169,-0.852368,
-0.444424,2.14767e-07,-0.999255,-0.852243,
-0.444302,1.68568e-07,-0.999355,-0.852118,
-0.44418,1.87846e-07,-0.999468,-0.851994,
-0.444058,2.05564e-07,-0.99959,-0.851869,
-0.443936,2.45625e-07,-0.99972,-0.851744,
-0.443814,1.81865e-07,-0.999855,-0.851619,
-0.443692,2.07711e-07,-0.999993,-0.851494,
-0.44357,2.36071e-07,-1.00013,-0.851369,
-0.443447,2.62918e-07,-1.00027,-0.851244,
-0.443325,2.18203e-07,-1.0004,-0.851119,
-0.443203,2.16634e-07,-1.00052,-0.850994,
-0.443081,1.70262e-07,-1.00063,-0.850868,
-0.442959,1.93332e-07,-1.00074,-0.850743,
-0.442837,1.91796e-07,-1.00082,-0.850618,
-0.442715,2.04535e-07,-1.0009,-0.850492,
-0.442593,1.92449e-07,-1.00095,-0.850367,
-0.442471,1.55625e-07,-1.00099,-0.850241,
-0.442349,1.90631e-07,-1.00101,-0.850115,
-0.442227,2.11319e-07,-1.00101,-0.849989,
-0.442105,1.99469e-07,-1.00099,-0.849864,
-0.441983,1.73676e-07,-1.00095,-0.849738,
-0.44186,1.7974e-07,-1.0009,-0.849612,
-0.441738,2.17816e-07,-1.00082,-0.849486,
-0.441616,1.90866e-07,-1.00074,-0.84936,
-0.441494,1.73738e-07,-1.00063,-0.849233,
-0.441372,2.09324e-07,-1.00052,-0.849107,
-0.44125,2.00907e-07,-1.0004,-0.848981,
-0.441128,1.81008e-07,-1.00027,-0.848854,
-0.441006,1.75754e-07,-1.00013,-0.848728,
-0.440884,1.93332e-07,-0.999992,-0.848601,
-0.440762,1.9008e-07,-0.999854,-0.848475,
-0.44064,1.37083e-07,-0.999719,-0.848348,
-0.440518,1.69935e-07,-0.999588,-0.848221,
-0.440396,1.96265e-07,-0.999466,-0.848095,
-0.440273,1.89883e-07,-0.999353,-0.847968,
-0.440151,1.96141e-07,-0.999252,-0.847841,
-0.440029,2.36619e-07,-0.999166,-0.847714,
-0.439907,1.86385e-07,-0.999095,-0.847587,
-0.439785,1.89713e-07,-0.999041,-0.84746,
-0.439663,1.82469e-07,-0.999005,-0.847333,
-0.439541,1.33664e-07,-0.998988,-0.847205,
-0.439419,1.86459e-07,-0.998989,-0.847078,
-0.439297,2.06473e-07,-0.99901,-0.846951,
-0.439175,2.26407e-07,-0.999049,-0.846823,
-0.439053,1.90301e-07,-0.999106,-0.846696,
-0.438931,1.3872e-07,-0.99918,-0.846568,
-0.438809,2.16004e-07,-0.999269,-0.84644,
-0.438686,2.06854e-07,-0.999371,-0.846313,
-0.438564,1.69796e-07,-0.999486,-0.846185,
-0.438442,1.91107e-07,-0.99961,-0.846057,
-0.43832,1.42178e-07,-0.999742,-0.845929,
-0.438198,1.97132e-07,-0.999878,-0.845801,
-0.438076,1.88811e-07,-1.00002,-0.845673,
-0.437954,2.1297e-07,-1.00016,-0.845545,
-0.437832,1.61576e-07,-1.00029,-0.845417,
-0.43771,2.13136e-07,-1.00042,-0.845288,
-0.437588,1.7981e-07,-1.00054,-0.84516,
-0.437466,1.74337e-07,-1.00066,-0.845032,
-0.437344,2.2534e-07,-1.00076,-0.844903,
-0.437222,2.18909e-07,-1.00084,-0.844774,
-0.437099,1.70492e-07,-1.00091,-0.844646,
-0.436977,1.75701e-07,-1.00096,-0.844517,
-0.436855,1.99105e-07,-1.001,-0.844388,
-0.436733,1.79677e-07,-1.00102,-0.84426,
-0.436611,2.12697e-07,-1.00101,-0.844131,
-0.436489,1.91072e-07,-1.00099,-0.844002,
-0.436367,1.87799e-07,-1.00095,-0.843873,
-0.436245,2.16418e-07,-1.00089,-0.843744,
-0.436123,2.42438e-07,-1.00082,-0.843614,
-0.436001,2.0889e-07,-1.00073,-0.843485,
-0.435879,1.76447e-07,-1.00063,-0.843356,
-0.435757,2.00686e-07,-1.00051,-0.843227,
-0.435634,1.64093e-07,-1.00039,-0.843097,
-0.435512,1.95584e-07,-1.00025,-0.842968,
-0.43539,1.69578e-07,-1.00012,-0.842838,
-0.435268,1.93796e-07,-0.999978,-0.842708,
-0.435146,2.12553e-07,-0.99984,-0.842579,
-0.435024,1.85179e-07,-0.999704,-0.842449,
-0.434902,1.69426e-07,-0.999574,-0.842319,
-0.43478,2.34984e-07,-0.999452,-0.842189,
-0.434658,1.73796e-07,-0.99934,-0.842059,
-0.434536,2.14955e-07,-0.99924,-0.841929,
-0.434414,1.55328e-07,-0.999154,-0.841799,
-0.434292,2.13609e-07,-0.999084,-0.841669,
-0.43417,1.72914e-07,-0.999031,-0.841539,
-0.434047,1.7677e-07,-0.998997,-0.841408,
-0.433925,2.02096e-07,-0.998981,-0.841278,
-0.433803,1.97934e-07,-0.998983,-0.841148,
-0.433681,1.98518e-07,-0.999005,-0.841017,
-0.433559,2.15469e-07,-0.999045,-0.840886,
-0.433437,1.81196e-07,-0.999104,-0.840756,
-0.433315,1.81602e-07,-0.999179,-0.840625,
